guessWord,genreHint,directorsHint,studioHint 
The Story of Vernon and Irene Castle,"Classics, Drama, Musical & Performing Arts, Romance",H.C. Potter,Media Home Entertainment
Storytelling,"Comedy, Drama",Todd Solondz,Fine Line Features
Straight Outta Compton,"Drama, Musical & Performing Arts",F. Gary Gray,Universal Pictures
The Straight Story,"Action & Adventure, Drama, Kids & Family",David Lynch,Buena Vista Pictures
Straight Talk,"Comedy, Romance",Barnet Kellman,Hollywood Pictures
Straight Time,Drama,Ulu Grosbard,Warner Bros. Pictures
Straight to Hell,"Action & Adventure, Comedy, Drama, Western",Alex Cox,Island Pictures
Straight Jacket,"Comedy, Gay & Lesbian",Richard Day,Regent Releasing
Strait-Jacket,"Classics, Horror, Mystery & Suspense",William Castle,Sony Pictures Entertainment
Stranded,"Art House & International, Drama, Horror, Science Fiction & Fantasy",,RLJ Entertainment
Stranded: I Have Come from a Plane That Crashed on the Mountains,"Art House & International, Documentary, Special Interest",Gonzalo Arijón,Zeitgeist Films
The Strange Affair of Uncle Harry (Guilty of Murder?),"Classics, Drama, Mystery & Suspense",Robert Siodmak,Universal Pictures
Strange Bedfellows,"Art House & International, Comedy",Dean Murphy,Screen Media
Strange Brew,Comedy,"Dave Thomas, Rick Moranis",WARNER BROTHERS PICTURES
Strange But True,"Drama, Mystery & Suspense",Rowan Athale,Lionsgate
Strange Cargo,"Classics, Drama, Romance",Frank Borzage,Warner Home Video
Strange Fits of Passion,"Comedy, Drama, Romance",Elise McCredie,Water Bearer Films Inc.
Strange Illusion,"Classics, Drama, Horror, Mystery & Suspense",Edgar G. Ulmer,Troma
Strange Invaders,"Comedy, Cult Movies, Mystery & Suspense, Science Fiction & Fantasy",Michael Laughlin,EMI Productions
The Strange Love of Martha Ivers,"Classics, Drama, Mystery & Suspense",Lewis Milestone,Paramount Pictures
Strange Magic,Animation,Gary Rydstrom,Walt Disney Pictures
Strange Powers: Stephin Merritt And The Magnetic Fields,"Documentary, Musical & Performing Arts","Gail O'Hara, Kerthy Fix",Variance Films
Strange Wilderness,Comedy,Fred Wolf (II),Paramount Classics
The Strange Woman,"Drama, Mystery & Suspense",Edgar G. Ulmer,Film Chest
Strangeland,"Horror, Mystery & Suspense","John Pipelow, John Pieplow",The Shooting Gallery
A Stranger Among Us,"Action & Adventure, Drama, Mystery & Suspense, Romance",Sidney Lumet,Buena Vista Pictures
Stranger by the Lake,"Drama, Mystery & Suspense",Alain Guiraudie,Strand Releasing
Stranger Than Fiction,"Comedy, Drama, Romance",Marc Forster,Sony Pictures
Stranger Than Paradise,"Art House & International, Comedy, Drama",Jim Jarmusch,Criterion Collection
Strangerland,"Drama, Mystery & Suspense",Kim Farrant,Alchemy
Stratton,"Action & Adventure, Mystery & Suspense",Simon West,SquareOne Entertainment
The Stratton Story,"Classics, Drama, Romance, Sports & Fitness",Sam Wood,Warner Home Video
Straw Dogs,Mystery & Suspense,Rod Lurie,Sony Pictures/Screen Gems
The Strawberry Blonde,"Classics, Comedy, Drama, Western, Romance",Raoul Walsh,MGM Home Entertainment
Strawberry Flavored Plastic,"Drama, Horror",Colin Bemis,
Stray,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Joe Sill,Screen Media Films
Stray Bullets,Drama,Jack Fessenden,Glass Eye Pix
Streamers,Drama,Robert Altman,United Artists
The Street Fighter,"Action & Adventure, Art House & International",Shigehiro Ozawa,Toei Company
Street Fighter: The Legend of Chun-Li,"Action & Adventure, Science Fiction & Fantasy",Andrzej Bartkowiak,20th Century Fox
Street Kings,"Action & Adventure, Drama, Mystery & Suspense",David Ayer,20th Century Fox/Regency Films
Street Smart,Drama,Jerry Schatzberg,Media Home Entertainment
StreetDance 2,"Art House & International, Drama, Musical & Performing Arts","Max Giwa, Dania Pasquini",Alliance
Streets of Blood,"Action & Adventure, Drama, Mystery & Suspense",Charles Winkler,Anchor Bay Entertainment
Streets of Fire,"Action & Adventure, Drama, Musical & Performing Arts",Walter Hill,MCA Universal Home Video
Stretch,"Action & Adventure, Comedy, Mystery & Suspense",Joe Carnahan,Universal Pictures
Strictly Business,"Comedy, Drama",Kevin Hooks,Warner Home Video
Strike (Stachka),"Art House & International, Drama",Sergei M. Eisenstein,Goskino
Striking Distance,"Action & Adventure, Mystery & Suspense",Rowdy Herrington,Sony Pictures Home Entertainment
Strings,"Art House & International, Drama, Kids & Family, Science Fiction & Fantasy, Special Interest","Anders Rønnow Klarlund, Anders Ronnow-Klarlund",SF Film A/S
Stripes,Comedy,Ivan Reitman,Columbia Pictures
Striptease,"Comedy, Drama, Mystery & Suspense",Andrew Bergman,Sony Pictures Home Entertainment
Stroker Ace,"Action & Adventure, Comedy",Hal Needham,WARNER BROTHERS PICTURES
Strong Island,Documentary,,Netflix
Stronger,Drama,David Gordon Green,Lionsgate and Roadside Attractions
Strongman,"Documentary, Special Interest",,Independent Pictures
Stroszek,"Art House & International, Comedy, Drama",Werner Herzog,New Yorker Films
Struck by Lightning,"Comedy, Drama",Brian Dannelly,Tribeca Film
Stuart Little,"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy",Rob Minkoff,Columbia Pictures
Stuart Little 2,"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy",Rob Minkoff,Columbia Pictures
Stuart Saves His Family,Comedy,Harold Ramis,Paramount Home Video
Stuber,"Action & Adventure, Comedy",Michael Dowse,20th Century Fox
Stuck,"Comedy, Drama, Mystery & Suspense",Stuart Gordon,ThinkFilm
Stuck Between Stations,"Drama, Romance",Brady Kiernan,Lionsgate Films
Stuck in Love,"Comedy, Drama",Josh Boone,Millenium Entertainment
Stuck on You,Comedy,"Bobby Farrelly, Peter Farrelly",20th Century Fox
Student Bodies,"Comedy, Horror, Mystery & Suspense",Mickey Rose,Paramount Pictures
Student of the Year,"Comedy, Romance",Karan Johar,Eros International
The Stuff,"Comedy, Horror, Science Fiction & Fantasy",Larry Cohen,New World Video
The Stunt Man,"Action & Adventure, Comedy, Drama, Romance",Richard Rush,20th Century Fox Film Corp.
The Stupids,Comedy,John Landis,New Line Home Entertainment
Storm (Sturm),"Art House & International, Drama",Hans-Christian Schmid,Film Movement
Styx,Drama,Wolfgang Fischer,Beta Cinema
Subject Two,"Drama, Horror, Mystery & Suspense",Philip Chidel,First Look Pictures
Sublime,"Drama, Horror, Mystery & Suspense",Tony Krantz,Warner Home Video
Submarine,"Comedy, Drama",Richard Ayoade,The Weinstein Company
Submerged,Drama,"Stephen E. Miller, Steven C. Miller",Twisted Pictures
Submergence,"Drama, Mystery & Suspense, Romance",Wim Wenders,Samuel Goldwyn Films
Subspecies,"Cult Movies, Horror, Science Fiction & Fantasy",Ted Nicolaou,Full Moon
The Substitute 2: School's Out,"Action & Adventure, Mystery & Suspense",Steven Pearl,Artisan Entertainment
Suburban Commando,"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy",Burt Kennedy,Sony Video Software
Suburban Girl,"Comedy, Drama",Marc Klein,Image Entertainment
The Suburbans,"Comedy, Drama",Donal Lardner Ward,Sony Pictures Home Entertainment
Suburbicon,Comedy,George Clooney,Paramount Pictures
Subway,"Art House & International, Drama, Mystery & Suspense, Romance",Luc Besson,Gaumont
Sucker Punch,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Zack Snyder,IMAX
Sudden Fear,"Drama, Mystery & Suspense",David Miller,RKO Radio Pictures
Sudden Impact,"Action & Adventure, Mystery & Suspense",Clint Eastwood,Warner Bros. Pictures
"Suddenly, Last Summer","Classics, Drama, Horror, Mystery & Suspense",Joseph L. Mankiewicz,Sony Pictures Home Entertainment
Sueño,"Comedy, Drama",Renee Chabria,Sony Pictures
Suffragette,"Art House & International, Drama",Sarah Gavron,Focus Features
Sugar & Spice,"Comedy, Drama",Francine McDougall,New Line Cinema
Sugar Mountain,"Drama, Mystery & Suspense",Richard Gray,Screen Media Films
Suicide Kings,"Action & Adventure, Comedy, Drama, Mystery & Suspense",Peter O'Fallon,Artisan Entertainment
Suicide Squad,Action & Adventure,David Ayer,Warner Bros. Pictures
Suicide Squad: Hell to Pay,,Sam Liu,DC Entertainment
Sukai Kurora (The Sky Crawlers),"Action & Adventure, Animation, Anime & Manga, Art House & International",Mamoru Oshii,Sony Pictures Home Entertainment
Sukiyaki Western Django,"Action & Adventure, Western",Takashi Miike,First Look Studios
Sullivan's Travels,"Action & Adventure, Classics, Comedy, Drama, Romance",Preston Sturges,Paramount Pictures
Sully,"Action & Adventure, Drama",Clint Eastwood,Warner Bros.
The Sum of All Fears,"Action & Adventure, Drama, Mystery & Suspense",Phil Alden Robinson,Paramount Pictures
Summer Wars (Sama Wozu),"Action & Adventure, Animation, Comedy, Science Fiction & Fantasy",Mamoru Hosoda,GKIDS
Summer '04,Drama,Stefan Krohmer,Alamode Film
Summer Camp,Horror,Alberto Marini,Pantelion Films
Summer Catch,"Comedy, Drama, Romance","Mike Tollin, Michael Tollin",Warner Bros. Pictures
L'Heure d'été (Summer Hours),"Art House & International, Drama, Kids & Family",Olivier Assayas,IFC Films
Summer in February,"Art House & International, Drama, Special Interest, Romance",Christopher Menaul,Tribeca Film
Summer Love (Dead Man's Bounty),"Art House & International, Western",Piotr Uklanski,Barnholtz Entertainment
Summer Night,"Comedy, Drama",Joseph Cross,Samuel Goldwyn Films
Summer of '42,"Classics, Comedy, Drama, Romance",Robert Mulligan,WARNER BROTHERS PICTURES
Summer of Blood,"Drama, Horror",Onur Tukel,Dark Sky Films
Summer of Sam,"Drama, Mystery & Suspense",Spike Lee,Touchtone Pictures
A Summer Place,"Classics, Drama, Romance",Delmer Daves,Warner Home Video
Summer Rental,Comedy,Carl Reiner,Paramount Home Video
Summer Stock,Musical & Performing Arts,Charles Walters,MGM
A Summer's Tale,"Art House & International, Drama, Romance",Eric Rohmer,Big World Pictures
Summertime,"Classics, Comedy, Drama, Romance",David Lean,United Artists
Sun Choke,Horror,Ben Cresciman,Xlrator Media
Sun Dogs,Drama,Jennifer Morrison,
Sunday Bloody Sunday,Drama,John Schlesinger,United Artists
Sunday in New York,"Comedy, Drama",Peter Tewksbury,Warner Home Video
Sunday's Illness (La enfermedad del domingo),Drama,Ramón Salazar,Netflix
Sundown,"Action & Adventure, Comedy, Romance",Fernando Lebrija,Irreversible Cinema
Sunlight Jr.,Drama,Laurie Collyer,Samuel Goldwyn Films
Sunrise: A Song of Two Humans,"Classics, Drama, Mystery & Suspense, Romance",F.W. Murnau,Fox Films
Sunset,"Action & Adventure, Comedy, Drama, Mystery & Suspense, Western",Blake Edwards,Sony Pictures Home Entertainment
Sunset,Drama,Jamison M. LoCascio,Halcyon Valor Productions
Sunset Boulevard,"Classics, Drama",Billy Wilder,Paramount Pictures
Sunset Edge,"Drama, Mystery & Suspense",Daniel Peddle,Cavu Pictures
Sunset Park,"Comedy, Drama",Steve Gomer,Sony Pictures Home Entertainment
Sunset Song,"Art House & International, Drama, Romance",Terence Davies,Iris Productions
Sunshine,"Drama, Science Fiction & Fantasy",Danny Boyle,Fox Searchlight Pictures
Sunshine Cleaning,Comedy,Christine Jeffs,Overture Films
Sunshine State,Drama,John Sayles,Sony Pictures Classics
Sunshine Superman,"Documentary, Special Interest",Marah Strauch,Magnolia Pictures
The Super,"Comedy, Drama",Rod Daniel,Twentieth Century Fox Home Entertainment
Super,"Action & Adventure, Comedy, Drama",James Gunn (II),IFC Midnight
Super 8,"Action & Adventure, Science Fiction & Fantasy",J.J. Abrams,Paramount Pictures
Superbabies: Baby Geniuses 2,"Action & Adventure, Comedy, Drama, Kids & Family",Bob Clark,Sony
Super Capers,"Action & Adventure, Comedy, Science Fiction & Fantasy",Ray Griggs,RG Entertainment
Super Dark Times,Drama,Kevin Phillips,The Orchard
Super Duper Alice Cooper,"Documentary, Musical & Performing Arts","Reginald Harkema, Sam Dunn, Scot McFadyen",Banger Films Inc.
Super Size Me,"Documentary, Special Interest",Morgan Spurlock,IDP Films
Super Size Me 2: Holy Chicken!,Documentary,Morgan Spurlock,Samuel Goldwyn Films
Super Troopers,Comedy,Jay Chandrasekhar,Fox Searchlight
Super Troopers 2,Comedy,Jay Chandrasekhar,Fox Searchlight Pictures
Superbad,Comedy,Greg Mottola,Sony Pictures/Columbia
Supercon,Comedy,Zak Knutson,Archstone Distribution
Supercop,"Action & Adventure, Art House & International, Comedy",Stanley Tong,Miramax
Supercross,"Action & Adventure, Drama",Steve Boyum,20th Century Fox
Superfly,"Action & Adventure, Classics, Drama","Gordon Parks Jr., Gordon Parks",WARNER BROTHERS PICTURES
Superfly,"Action & Adventure, Drama, Mystery & Suspense",Director X.,Columbia Pictures
Supergirl,"Action & Adventure, Science Fiction & Fantasy",Jeannot Szwarc,TriStar Pictures
Superman: Doomsday,"Action & Adventure, Animation, Drama","Lauren Montgomery, Brandon Vietti",Warner Home Video
Superman II,"Action & Adventure, Science Fiction & Fantasy","Richard Lester, Richard Donner",Warner Bros. Pictures
Superman III,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",Richard Lester,WARNER BROTHERS PICTURES
Superman IV: The Quest for Peace,"Action & Adventure, Science Fiction & Fantasy",Sidney J. Furie,Warner Home Video
Man of Steel,"Action & Adventure, Science Fiction & Fantasy",Zack Snyder,Warner Bros. Pictures
Superman Returns,"Action & Adventure, Drama, Science Fiction & Fantasy",Bryan Singer,Warner Bros. Pictures
Superman,"Action & Adventure, Drama",Richard Donner,Warner Bros. Pictures
Superman Unbound,"Action & Adventure, Animation",James Tucker,WARNER BROTHERS PICTURES
Superman vs. The Elite,"Action & Adventure, Animation",Michael Chang,WARNER BROTHERS PICTURES
Supermensch: The Legend of Shep Gordon,"Documentary, Special Interest","Mike Myers, Beth Aala",Radius-TWC
Supervized,Comedy,Steve Barron,Great Point Media
Support Your Local Gunfighter,"Action & Adventure, Classics, Comedy, Western",Burt Kennedy,United Artists
Support Your Local Sheriff!,"Classics, Comedy, Western",Burt Kennedy,MGM Home Entertainment
Supporting Characters,Comedy,Daniel Schechter,Independent Pictures
Supremacy,Drama,Deon Taylor,Well Go USA
Surf Nazis Must Die,"Action & Adventure, Art House & International, Comedy, Cult Movies, Horror, Science Fiction & Fantasy",Peter George,Media Home Entertainment
"Surfer, Dude",Comedy,S.R. Bindler,Anchor Bay Entertainment
Surf's Up,"Action & Adventure, Animation, Kids & Family","Ash Brannon, Chris Buck",Sony Pictures
Surfwise,"Documentary, Special Interest, Sports & Fitness",Doug Pray,Magnolia Pictures
Surrogate Valentine,"Comedy, Romance",Dave Boyle,Tiger Industry Films
Surveillance,"Drama, Mystery & Suspense",Jennifer Chambers Lynch,Magnet Releasing
Survival of the Dead,Horror,George A. Romero,Magnolia Pictures
Surviving Christmas,"Comedy, Romance",Mike Mitchell,Dreamworks
Surviving Picasso,"Drama, Romance",James Ivory,Warner Home Video
Surviving Progress,"Art House & International, Documentary, Special Interest",Mathieu Roy,First Run Features
Surviving the Game,Action & Adventure,Ernest R. Dickerson,Sony Pictures Home Entertainment
Survivor,"Action & Adventure, Mystery & Suspense",James McTeigue,Alchemy
The Survivors,Comedy,Michael Ritchie,Sony Pictures Entertainment
Survivors Guide to Prison,Documentary,Matthew Cooke,Gravitas Ventures
Susan Slept Here,Comedy,Frank Tashlin,RKO Radio Pictures
Susanne Bartsch: On Top,Documentary,"Anthony Caronna, Alexander Smith",The Orchard
Sushi Girl,"Drama, Mystery & Suspense",Kern Saxton,Assembly Line
Sushi: The Global Catch,Documentary,Mark Hall,Kino-Lorber Films
Suspect Zero,"Drama, Mystery & Suspense",E. Elias Merhige,Paramount Pictures
Suspended Animation,"Drama, Horror, Mystery & Suspense","John D. Hancock, John Hancock",First Run Features
Suspiria,"Horror, Mystery & Suspense, Science Fiction & Fantasy",Luca Guadagnino,Amazon Studios
Swades,"Art House & International, Drama, Musical & Performing Arts",Ashutosh Gowarikar,UTV Communications
Swamp Thing,"Comedy, Cult Movies, Horror, Science Fiction & Fantasy",Wes Craven,Nelson Entertainment
The Swan Princess,"Animation, Comedy, Kids & Family",Richard Rich,New Line Cinema
The Swarm,"Action & Adventure, Horror, Science Fiction & Fantasy",Irwin Allen,Warner Bros. Pictures
S.W.A.T.,"Action & Adventure, Mystery & Suspense",Clark Johnson,Columbia Pictures
Sweaty Betty,"Drama, Musical & Performing Arts",Zachary Reed,
Sweeney Todd: The Demon Barber of Fleet Street,"Drama, Musical & Performing Arts, Mystery & Suspense",Tim Burton,DreamWorks/Paramount Studios
Sweet Hearts Dance,"Comedy, Drama, Romance",Robert Greenwald,Sony Pictures Home Entertainment
