,guessWord,genreHint,directorsHint,studioHint,sentenceInfo
12989,Stand Clear Of The Closing Doors,Drama,Sam Fleischner,Oscilloscope Pictures,5_5_2_3_7_5
12990,Stand Up Guys,"Comedy, Drama",Fisher Stevens,Lionsgate,5_2_4
12991,Standard Operating Procedure,"Documentary, Special Interest",Errol Morris,Sony Pictures Classics,8_9_9
12992,Standing in the Shadows of Motown,"Documentary, Musical & Performing Arts",Paul Justman,Artisan Entertainment,8_2_3_7_2_6
12993,Standing Ovation,Musical & Performing Arts,Stewart Raffill,Rocky Mountain Pictures,8_7
12994,Standoff,"Action & Adventure, Drama",Adam Alleca,First Point Entertainment,8
12995,Stanley & Iris,"Drama, Romance",Martin Ritt,MGM Home Entertainment,7_1_4
12996,Stanley Kubrick: A Life in Pictures,"Documentary, Special Interest, Television",Jan Harlan,DocComTV,7_8_1_4_2_8
12997,Star 80,Drama,Bob Fosse,Warner Home Video,4_2
12998,The Star Chamber,"Drama, Mystery & Suspense",Peter Hyams,Twentieth Century Fox Home Entertainment,3_4_7
12999,Star Kid,"Kids & Family, Science Fiction & Fantasy",Manny Coto,Trimark,4_3
13000,Star Maps,Drama,Miguel Arteta,Twentieth Century Fox Home Entertainment,4_4
13001,Star Trek,"Action & Adventure, Drama, Science Fiction & Fantasy",J.J. Abrams,IMAX,4_4
13002,Star Trek Beyond,"Action & Adventure, Drama, Science Fiction & Fantasy",Justin Lin,Paramount Pictures,4_4_6
13003,Star Trek: First Contact,"Action & Adventure, Science Fiction & Fantasy",Jonathan Frakes,Paramount Pictures,4_5_5_7
13004,Star Trek Generations,"Action & Adventure, Drama, Science Fiction & Fantasy",David Carson,Paramount Pictures,4_4_11
13005,Star Trek II: The Wrath of Khan,"Action & Adventure, Science Fiction & Fantasy",Nicholas Meyer,Paramount Pictures,4_4_3_3_5_2_4
13006,Star Trek III - The Search for Spock,"Action & Adventure, Science Fiction & Fantasy",Leonard Nimoy,Paramount Pictures,4_4_3_1_3_6_3_5
13007,Star Trek: Insurrection,"Action & Adventure, Science Fiction & Fantasy",Jonathan Frakes,Paramount Pictures,4_5_12
13008,Star Trek Into Darkness,Science Fiction & Fantasy,J.J. Abrams,Paramount,4_4_4_8
13009,Star Trek IV - The Voyage Home,"Action & Adventure, Comedy, Science Fiction & Fantasy",Leonard Nimoy,Paramount Pictures,4_4_2_1_3_6_4
13010,Star Trek - Nemesis,"Action & Adventure, Science Fiction & Fantasy",Stuart Baird,Paramount Pictures,4_4_1_7
13011,Star Trek: The Motion Picture,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Robert Wise,Paramount Home Video,4_5_3_6_7
13012,Star Trek V - The Final Frontier,"Action & Adventure, Science Fiction & Fantasy",William Shatner,Paramount Pictures,4_4_1_1_3_5_8
13013,Star Trek VI - The Undiscovered Country,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Nicholas Meyer,Paramount Pictures,4_4_2_1_3_12_7
13014,Star Wars: Episode IV - A New Hope,"Action & Adventure, Drama, Science Fiction & Fantasy",George Lucas,20th Century Fox,4_5_7_2_1_1_3_4
13015,Star Wars: Episode I - The Phantom Menace,"Cult Movies, Kids & Family, Science Fiction & Fantasy",George Lucas,20th Century Fox,4_5_7_1_1_3_7_6
13016,Star Wars: Episode II - Attack of the Clones,"Cult Movies, Science Fiction & Fantasy",George Lucas,20th Century Fox,4_5_7_2_1_6_2_3_6
13017,Star Wars: Episode III - Revenge of the Sith,"Action & Adventure, Drama, Science Fiction & Fantasy",George Lucas,20th Century Fox,4_5_7_3_1_7_2_3_4
13018,Star Wars: Episode VI - Return of the Jedi,"Action & Adventure, Drama, Science Fiction & Fantasy",Richard Marquand,Twentieth Century Fox,4_5_7_2_1_6_2_3_4
13019,Star Wars: Episode VII - The Force Awakens,"Action & Adventure, Science Fiction & Fantasy",J.J. Abrams,Walt Disney Pictures,4_5_7_3_1_3_5_7
13020,Star Wars: The Last Jedi,"Action & Adventure, Drama, Science Fiction & Fantasy",Rian Johnson,Walt Disney Pictures,4_5_3_4_4
13021,Starbuck,"Art House & International, Comedy",Ken Scott (V),Entertainment One,8
13022,Starcrash,Science Fiction & Fantasy,Luigi Cozzi,New World,9
13023,Stardust,"Action & Adventure, Drama, Science Fiction & Fantasy",Matthew Vaughn,Paramount Pictures,8
13024,Stardust Memories,"Comedy, Drama",Woody Allen,United Artists,8_8
13025,Starfish,"Drama, Horror, Science Fiction & Fantasy",A.T. White,We Are Tessellate,8
13026,Stargate,"Action & Adventure, Science Fiction & Fantasy",Roland Emmerich,Artisan Home Entertainment,8
13027,Stark Raving Mad,"Action & Adventure, Comedy, Drama, Mystery & Suspense","Drew Daywalt, David Schneider",Sony Pictures Home Entertainment,5_6_3
13028,Starlet,"Comedy, Drama",Sean Baker (II),Music Box Films,7
13029,Starman,"Drama, Science Fiction & Fantasy, Romance",John Carpenter,Columbia Pictures,7
13030,Starred Up,Drama,David Mackenzie,Tribeca Films,7_2
13031,Starry Eyes,"Horror, Science Fiction & Fantasy","Dennis Widmyer, Kevin K�lsch",MPI Media Group,6_4
13032,The Stars Fell on Henrietta,Drama,James Keach,Warner Home Video,3_5_4_2_9
13033,Starship Troopers,"Action & Adventure, Cult Movies, Science Fiction & Fantasy",Paul Verhoeven,Sony Pictures Home Entertainment,8_8
13034,Starship Troopers 2: Hero of the Federation,Science Fiction & Fantasy,Phil Tippett,Tippett Studio,8_8_2_4_2_3_10
13035,Starship Troopers 3: Marauder,"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy","Edward Neumeier, Ed Neumeier",Sony Entertainment,8_8_2_8
13036,Starsky & Hutch,"Action & Adventure, Comedy, Drama",Todd Phillips,Warner Bros. Pictures,7_1_5
13037,Start The Revolution Without Me,"Classics, Comedy, Special Interest",Bud Yorkin,eRealBiz,5_3_10_7_2
13038,Starter for 10,"Comedy, Drama, Romance",Tom Vaughan,Picturehouse,7_3_2
13039,Starting Out in the Evening,"Art House & International, Drama",Andrew Wagner,Roadside Attractions,8_3_2_3_7
13040,Starting Over,"Comedy, Romance",Alan J. Pakula,Paramount Pictures,8_4
13041,Startup.com,"Documentary, Special Interest","Chris Hegedus, Jehane Noujaim",Artisan Entertainment,11
13042,State and Main,Comedy,David Mamet,Fine Line Features,5_3_4
13043,State Like Sleep,Mystery & Suspense,Meredith Danluck,The Orchard,5_4_5
13044,State of the Union,"Classics, Comedy, Drama",Frank Capra,MGM,5_2_3_5
13045,State Property,"Action & Adventure, Drama, Mystery & Suspense",Abdul Malik Abbott,Lions Gate Films,5_8
13046,State Property 2,"Action & Adventure, Drama",Damon Dash,Lions Gate Films,5_8_1
13047,The Statement,"Drama, Horror, Mystery & Suspense",Norman Jewison,Sony Pictures Classics,3_9
13048,Stateside,"Drama, Romance",Reverge Anselmo,IDP Films,9
13049,The Station Agent,"Art House & International, Comedy, Drama",Tom McCarthy,Miramax Films,3_7_5
13050,Stations of the Cross,"Art House & International, Drama",Dietrich Br�ggemann,Film Movement,8_2_3_5
13051,Stations of the Elevated,"Documentary, Musical & Performing Arts, Special Interest",Manfred Kirchheimer,Artist Public Domain,8_2_3_8
13052,Status Update,Comedy,Scott Speer,Vertical Entertainment,6_6
13053,Stay,"Drama, Mystery & Suspense, Science Fiction & Fantasy",Marc Forster,20th Century Fox,4
13054,Stay,Drama,Wiebke von Carolsfeld,Gravitas Ventures,4
13055,Stay Cool,Comedy,Ted Smith,Cinedigm Films,4_4
13056,Stay Human,Documentary,Michael Franti,,4_5
13057,Stay Hungry,"Comedy, Drama",Bob Rafelson,MGM,4_6
13058,Stay Tuned,Comedy,Peter Hyams,Warner Home Video,4_5
13059,Staying Alive,"Drama, Musical & Performing Arts, Romance",Sylvester Stallone,Paramount Home Video,7_5
13060,Steal a Pencil for Me,"Documentary, Special Interest, Romance",Mich�le Ohayon,7th Art Releasing,5_1_6_3_2
13061,Steal This Movie,"Art House & International, Comedy, Drama",Robert Greenwald,LionsGate Entertainment,5_4_5
13062,Stealing Beauty,"Drama, Romance",Bernardo Bertolucci,Fox Searchlight Pictures,8_6
13063,Stealing Harvard,Comedy,Bruce McCulloch,Columbia Pictures,8_7
13064,Stealing Home,Drama,"Steven Kampmann, Will Aldis",Warner Home Video,8_4
13065,Steam,Drama,Kyle Schickner,WARNER BROTHERS PICTURES,5
13066,Steamboat Bill Jr.,"Action & Adventure, Classics, Comedy","Buster Keaton, Charles Reisner",United Artists,9_4_3
13067,Steamboy,"Animation, Art House & International, Drama, Science Fiction & Fantasy",Katsuhiro �tomo,Sony Pictures Entertainment,8
13068,Steel City,"Art House & International, Drama",Brian Jun,Your Half Pictures,5_4
13069,The Steel Helmet,"Action & Adventure, Classics, Drama",Samuel Fuller,Criterion Collection,3_5_6
13070,Steel Magnolias,"Comedy, Drama",Herbert Ross,Sony Pictures Home Entertainment,5_9
13071,Steelyard Blues,"Classics, Comedy",Alan Myerson,Warner Home Video,9_5
13072,Steep,"Documentary, Sports & Fitness",Mark Obenhaus,Sony Pictures Classics,5
13073,Stella Days,"Art House & International, Drama",Thaddeus O'Sullivan,Tribeca Film,6_4
13074,Stella Street,"Art House & International, Comedy, Drama, Television",Peter Richardson,Sony Pictures,6_6
13075,Stella's Last Weekend,Comedy,Polly Draper,Paladin,8_4_7
13076,La sindrome di Stendhal (The Stendhal Syndrome),"Art House & International, Horror, Mystery & Suspense",Dario Argento,Troma,2_8_2_8_4_8_9
13077,Step Into Liquid,"Documentary, Sports & Fitness",Dana Brown,Artisan Entertainment,4_4_6
13078,Step Sisters,Comedy,Charles Stone III,Netflix,4_7
13079,Step Up,Drama,Anne Fletcher,Buena Vista,4_2
13080,Step Up 2 the Streets,"Drama, Romance",Jon M. Chu,Touchstone Pictures,4_2_1_3_7
13081,Step Up 3,"Drama, Musical & Performing Arts, Romance","Ken Seng, Jon M. Chu",Touchstone Pictures,4_2_1
13082,Step Up: All In,"Drama, Musical & Performing Arts, Romance",Trish Sie,Lionsgate,4_3_3_2
13083,Step Up Revolution,"Drama, Musical & Performing Arts, Romance",Scott Speer,Summit Entertainment,4_2_10
13084,The Stepfather,"Horror, Mystery & Suspense",Joseph Ruben,Nelson Entertainment,3_10
13085,Stepfather II,Horror,"Jeff Burr, Joseph Ruben",ITC Entertainment,10_2
13086,The Stepford Wives,"Comedy, Drama, Mystery & Suspense, Science Fiction & Fantasy",Frank Oz,Paramount Pictures,3_8_5
13087,Stephen King's It,"Horror, Mystery & Suspense, Television",Tommy Lee Wallace,Warner Home Video,7_6_2
13088,Stephen King's A Good Marriage,Mystery & Suspense,Peter Askin,Screen Media Ventures,7_6_1_4_8
13089,Stephen King's 'Graveyard Shift',Horror,Ralph S. Singleton,Paramount Home Video,7_6_10_6
13090,Stephen King's 'Silver Bullet',Horror,Daniel Attias,Paramount Home Video,7_6_7_7
13091,Stephen King's 'The Langoliers',"Horror, Science Fiction & Fantasy, Television",Tom Holland,Republic Pictures Home Video,7_6_4_11
13092,Stephen Tobolowsky's Birthday Party,"Comedy, Documentary, Drama, Television",Robert Brinkmann,The Brinkman Company,7_12_8_5
13093,Stepmom,"Comedy, Drama",Chris Columbus,TriStar Pictures,7
13094,The Sterile Cuckoo (Pookie),"Comedy, Drama, Romance",Alan J. Pakula,Paramount Pictures,3_7_6_8
13095,Steve + Sky,"Art House & International, Comedy, Drama, Romance",Felix Van Groeningen,Kinepolis Film Distribution,5_1_3
13096,Steve Jobs,Drama,Danny Boyle,Universal Pictures,5_4
13097,Steve Jobs: Man in the Machine,Documentary,Alex Gibney,Magnolia Pictures,5_5_3_2_3_7
13098,Steve Jobs: The Lost Interview,"Documentary, Special Interest","Jonathan Challis, Susan Crook, John Coffey, Ian Lynch",Magnolia Pictures,5_5_3_4_9
13099,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,Comedy,Marcus Raboy,Netflix,5_6_3_6_6_2_7_3_4_6_3_3_4_2_4_4
13100,Steve McQueen: The Man & Le Mans,"Documentary, Television, Sports & Fitness",Gabriel Clarke,FilmRise,5_8_3_3_1_2_4
13101,Stevie,"Documentary, Special Interest",Steve James (II),Lions Gate Releasing,6
13102,Stevie Nicks: In Your Dreams,"Documentary, Musical & Performing Arts",,Abramorama,6_6_2_4_6
13103,Stick,"Action & Adventure, Drama, Mystery & Suspense",Burt Reynolds,MCA Universal Home Video,5
13104,Stick It,"Comedy, Drama",Jessica Bendinger,Buena Vista,5_2
13105,Stigmata,"Drama, Horror",Rupert Wainwright,MGM,8
13106,Still Alice,Drama,"Richard Glatzer, Wash Westmoreland",Sony Pictures Classics,5_5
13107,Still Bill,"Documentary, Musical & Performing Arts, Special Interest","Damani Baker, Alex Vlack",B-Side Entertainment,5_4
13108,Still Breathing,"Comedy, Romance",James F. Robinson,October Films,5_9
13109,Still Crazy,"Comedy, Musical & Performing Arts, Romance",Brian Gibson,Sony Pictures Entertainment,5_5
13110,Still Mine,Drama,Michael McGowan,Samuel Goldwyn Films,5_4
13111,Still of the Night,"Drama, Mystery & Suspense",Robert Benton,MGM,5_2_3_5
13112,Still Smokin',"Comedy, Horror, Musical & Performing Arts",Tommy Chong,Paramount Pictures,5_7
13113,Still/Born,"Horror, Mystery & Suspense",Brandon Christensen,Vertical Entertainment,10
13114,The Sting II,Comedy,Jeremy Kagan,MCA Universal Home Video,3_5_2
13115,Stink!,Documentary,"Jon J. Whelan, Jon Whelan",Area 23a,6
13116,Stir Crazy,Comedy,Sidney Poitier,Columbia Pictures,4_5
13117,Stir of Echoes,"Horror, Mystery & Suspense",David Koepp,Artisan Entertainment,4_2_6
13118,Stitch! The Movie,"Animation, Comedy, Kids & Family","Tony Craig, Robert Gannaway",Walt Disney Television Animation,7_3_5
13119,Stitches,"Art House & International, Drama, Horror",Adiya Imri Orr,MPI Media Group/Dark Sky Films,8
13120,Stoker,"Drama, Horror, Mystery & Suspense",Chan-wook Park,Fox Searchlight Pictures,6
13121,Stolen,"Documentary, Musical & Performing Arts",Rebecca Dreyfus,IFC Films,6
13122,Stolen,"Action & Adventure, Drama, Mystery & Suspense",Simon West,Millennium Entertainment,6
13123,Stolen Seas,"Documentary, Special Interest",Thymaya Payne,Independent Pictures,6_4
13124,Stolen Summer,"Comedy, Drama",Pete Jones,Miramax Films,6_6
13125,Stomp the Yard,Drama,Sylvain White,Screen Gems,5_3_4
13126,Stone,"Drama, Mystery & Suspense",John Curran,Overture Films,5
13127,The Stone Boy,"Action & Adventure, Drama",Christopher Cain,Anchor Bay Entertainment,3_5_3
13128,Stone Bros,Comedy,Richard Frankland,WARNER BROTHERS PICTURES,5_4
13129,Stoned,Drama,Stephen Woolley,Screen Media Films,6
13130,Stonewall,Drama,Roland Emmerich,Roadside Attractions,9
13131,The Stoning of Soraya M.,Drama,Cyrus Nowrasteh,Roadside Attractions,3_7_2_6_2
13132,Stop-Loss,Drama,Kimberly Peirce,Paramount Pictures,9
13133,Stop Making Sense,"Documentary, Musical & Performing Arts",Jonathan Demme,Palm Pictures,4_6_5
13134,Stop! Or My Mom Will Shoot,"Action & Adventure, Comedy",Roger Spottiswoode,MCA Universal Home Video,5_2_2_3_4_5
13135,Stop The Pounding Heart,Drama,Roberto Minervini,Big World Pictures,4_3_8_5
13136,Storage 24,"Horror, Science Fiction & Fantasy",Johannes Roberts,Magnolia Pictures,7_2
13137,Stories We Tell,Documentary,Sarah Polley,Roadside Attractions,7_2_4
13138,Storks,"Animation, Comedy, Kids & Family","Nicholas Stoller, Doug Sweetland",Warner Bros. Pictures,6
13139,Storm Surfers 3D,"Action & Adventure, Documentary, Sports & Fitness","Chris Nelius, Justin McMillan",Vitagraph Films,5_7_2
13140,Stormy Monday,"Art House & International, Drama, Mystery & Suspense",Mike Figgis,British Screen Productions,6_6
13141,Story of a Love Affair (Cronaca di un amore),"Art House & International, Classics, Drama, Romance",Michelangelo Antonioni,Villani Film,5_2_1_4_6_8_2_2_6
13142,The Story of Us,"Comedy, Drama, Romance",Rob Reiner,Universal Pictures,3_5_2_2
13143,The Story of Vernon and Irene Castle,"Classics, Drama, Musical & Performing Arts, Romance",H.C. Potter,Media Home Entertainment,3_5_2_6_3_5_6
13144,Storytelling,"Comedy, Drama",Todd Solondz,Fine Line Features,12
13145,Straight Outta Compton,"Drama, Musical & Performing Arts",F. Gary Gray,Universal Pictures,8_5_7
13146,The Straight Story,"Action & Adventure, Drama, Kids & Family",David Lynch,Buena Vista Pictures,3_8_5
13147,Straight Talk,"Comedy, Romance",Barnet Kellman,Hollywood Pictures,8_4
13148,Straight Time,Drama,Ulu Grosbard,Warner Bros. Pictures,8_4
13149,Straight to Hell,"Action & Adventure, Comedy, Drama, Western",Alex Cox,Island Pictures,8_2_4
13150,Straight Jacket,"Comedy, Gay & Lesbian",Richard Day,Regent Releasing,8_6
13151,Strait-Jacket,"Classics, Horror, Mystery & Suspense",William Castle,Sony Pictures Entertainment,13
13152,Stranded,"Art House & International, Drama, Horror, Science Fiction & Fantasy",,RLJ Entertainment,8
13153,Stranded: I Have Come from a Plane That Crashed on the Mountains,"Art House & International, Documentary, Special Interest",Gonzalo Arij�n,Zeitgeist Films,9_1_4_4_4_1_5_4_7_2_3_9
13154,The Strange Affair of Uncle Harry (Guilty of Murder?),"Classics, Drama, Mystery & Suspense",Robert Siodmak,Universal Pictures,3_7_6_2_5_5_7_2_8
13155,Strange Bedfellows,"Art House & International, Comedy",Dean Murphy,Screen Media,7_10
13156,Strange Brew,Comedy,"Dave Thomas, Rick Moranis",WARNER BROTHERS PICTURES,7_4
13157,Strange But True,"Drama, Mystery & Suspense",Rowan Athale,Lionsgate,7_3_4
13158,Strange Cargo,"Classics, Drama, Romance",Frank Borzage,Warner Home Video,7_5
13159,Strange Fits of Passion,"Comedy, Drama, Romance",Elise McCredie,Water Bearer Films Inc.,7_4_2_7
13160,Strange Illusion,"Classics, Drama, Horror, Mystery & Suspense",Edgar G. Ulmer,Troma,7_8
13161,Strange Invaders,"Comedy, Cult Movies, Mystery & Suspense, Science Fiction & Fantasy",Michael Laughlin,EMI Productions,7_8
13162,The Strange Love of Martha Ivers,"Classics, Drama, Mystery & Suspense",Lewis Milestone,Paramount Pictures,3_7_4_2_6_5
13163,Strange Magic,Animation,Gary Rydstrom,Walt Disney Pictures,7_5
13164,Strange Powers: Stephin Merritt And The Magnetic Fields,"Documentary, Musical & Performing Arts","Gail O'Hara, Kerthy Fix",Variance Films,7_7_7_7_3_3_8_6
13165,Strange Wilderness,Comedy,Fred Wolf (II),Paramount Classics,7_10
13166,The Strange Woman,"Drama, Mystery & Suspense",Edgar G. Ulmer,Film Chest,3_7_5
13167,Strangeland,"Horror, Mystery & Suspense","John Pipelow, John Pieplow",The Shooting Gallery,11
13168,A Stranger Among Us,"Action & Adventure, Drama, Mystery & Suspense, Romance",Sidney Lumet,Buena Vista Pictures,1_8_5_2
13169,Stranger by the Lake,"Drama, Mystery & Suspense",Alain Guiraudie,Strand Releasing,8_2_3_4
13170,Stranger Than Fiction,"Comedy, Drama, Romance",Marc Forster,Sony Pictures,8_4_7
13171,Stranger Than Paradise,"Art House & International, Comedy, Drama",Jim Jarmusch,Criterion Collection,8_4_8
13172,Strangerland,"Drama, Mystery & Suspense",Kim Farrant,Alchemy,12
13173,Stratton,"Action & Adventure, Mystery & Suspense",Simon West,SquareOne Entertainment,8
13174,The Stratton Story,"Classics, Drama, Romance, Sports & Fitness",Sam Wood,Warner Home Video,3_8_5
13175,Straw Dogs,Mystery & Suspense,Rod Lurie,Sony Pictures/Screen Gems,5_4
13176,The Strawberry Blonde,"Classics, Comedy, Drama, Western, Romance",Raoul Walsh,MGM Home Entertainment,3_10_6
13177,Strawberry Flavored Plastic,"Drama, Horror",Colin Bemis,,10_8_7
13178,Stray,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Joe Sill,Screen Media Films,5
13179,Stray Bullets,Drama,Jack Fessenden,Glass Eye Pix,5_7
13180,Streamers,Drama,Robert Altman,United Artists,9
13181,The Street Fighter,"Action & Adventure, Art House & International",Shigehiro Ozawa,Toei Company,3_6_7
13182,Street Fighter: The Legend of Chun-Li,"Action & Adventure, Science Fiction & Fantasy",Andrzej Bartkowiak,20th Century Fox,6_8_3_6_2_7
